goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2493596 ns/op	   3620520 Bytes	        -1.000 Load	     50000 N-runs	 1623576 B/op	    1856 allocs/op
BenchmarkU32RandomShuffleInserts/generic-600000-8             	       2	  36933500 ns/op	  40324920 Bytes	        -1.000 Load	    600000 N-runs	50331624 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/flat-600000-8                	       2	  30553232 ns/op	  27742176 Bytes	         0.2861 Load	    600000 N-runs	33554416 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/std-800000-8                 	       2	  57772826 ns/op	  22701568 Bytes	        -1.000 Load	    800000 N-runs	26514888 B/op	   32412 allocs/op
BenchmarkU32RandomShuffleInserts/robin-800000-8               	       2	 132758750 ns/op	  25399552 Bytes	         0.7629 Load	    800000 N-runs	25165776 B/op	      18 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-800000-8        	       2	  43399982 ns/op	  47419824 Bytes	         0.3815 Load	    800000 N-runs	50331600 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-800000-8           	       2	  83835515 ns/op	  28762664 Bytes	         0.7629 Load	    800000 N-runs	29577156 B/op	  800018 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-800000-8               	       2	  43073592 ns/op	  17535472 Bytes	        -1.000 Load	    800000 N-runs	18874080 B/op	      32 allocs/op
BenchmarkU32RandomShuffleInserts/generic-800000-8             	       2	  44589448 ns/op	  41128592 Bytes	        -1.000 Load	    800000 N-runs	50331672 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/flat-800000-8                	       2	  31508744 ns/op	  28545752 Bytes	         0.3815 Load	    800000 N-runs	33554368 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/std-1000000-8                	       2	  95365668 ns/op	  39485064 Bytes	        -1.000 Load	   1000000 N-runs	49498928 B/op	   38281 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1000000-8              	       2	 126864210 ns/op	  48223688 Bytes	         0.4768 Load	   1000000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1000000-8       	       2	  47304288 ns/op	  48223864 Bytes	         0.4768 Load	   1000000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1000000-8          	       2	 113974000 ns/op	  32766632 Bytes	         0.9537 Load	   1000000 N-runs	32777152 B/op	 1000018 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1000000-8              	       2	  80042984 ns/op	  32495280 Bytes	        -1.000 Load	   1000000 N-runs	37748448 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1000000-8            	       2	  55089436 ns/op	  41932624 Bytes	        -1.000 Load	   1000000 N-runs	50331672 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1000000-8               	       2	  35395282 ns/op	  29349784 Bytes	         0.4768 Load	   1000000 N-runs	33554368 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/std-1200000-8                	       2	 113056662 ns/op	  40522616 Bytes	        -1.000 Load	   1200000 N-runs	49735776 B/op	   38377 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1200000-8              	       2	  94580222 ns/op	  49018968 Bytes	         0.5722 Load	   1200000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1200000-8       	       2	  74281331 ns/op	  93059240 Bytes	         0.2861 Load	   1200000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1200000-8          	       2	 198307030 ns/op	  49348016 Bytes	         0.5722 Load	   1200000 N-runs	52754368 B/op	 1200019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1200000-8              	       2	  85931379 ns/op	  33293768 Bytes	        -1.000 Load	   1200000 N-runs	37748448 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1200000-8            	       2	  76684614 ns/op	  80479752 Bytes	        -1.000 Load	   1200000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1200000-8               	       2	  57134114 ns/op	  55314000 Bytes	         0.2861 Load	   1200000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/std-1400000-8                	       2	 126576656 ns/op	  42466352 Bytes	        -1.000 Load	   1400000 N-runs	50883296 B/op	   46109 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1400000-8              	       2	  73729102 ns/op	  49824336 Bytes	         0.6676 Load	   1400000 N-runs	50331600 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1400000-8       	       2	  82697244 ns/op	  93864896 Bytes	         0.3338 Load	   1400000 N-runs	100663248 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1400000-8          	       2	 204225676 ns/op	  53350384 Bytes	         0.6676 Load	   1400000 N-runs	55954368 B/op	 1400019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1400000-8              	       2	  93145468 ns/op	  34096216 Bytes	        -1.000 Load	   1400000 N-runs	37748448 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1400000-8            	       2	  87813422 ns/op	  81282200 Bytes	        -1.000 Load	   1400000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1400000-8               	       2	  68636544 ns/op	  56116448 Bytes	         0.3338 Load	   1400000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/std-1600000-8                	       2	 143668859 ns/op	  45388160 Bytes	        -1.000 Load	   1600000 N-runs	53002560 B/op	   64842 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1600000-8              	       2	  80538378 ns/op	  50628000 Bytes	         0.7629 Load	   1600000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1600000-8       	       2	  91991088 ns/op	  94668368 Bytes	         0.3815 Load	   1600000 N-runs	100663248 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1600000-8          	       2	 216700942 ns/op	  48965248 Bytes	         0.7629 Load	   1600000 N-runs	59154368 B/op	 1600019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1600000-8              	       2	  99054481 ns/op	  34899688 Bytes	        -1.000 Load	   1600000 N-runs	37748496 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1600000-8            	       2	  94562353 ns/op	  82085672 Bytes	        -1.000 Load	   1600000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1600000-8               	       2	  75586433 ns/op	  56919920 Bytes	         0.3815 Load	   1600000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/std-1800000-8                	       2	 187161356 ns/op	  77823536 Bytes	        -1.000 Load	   1800000 N-runs	99078392 B/op	   76814 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1800000-8              	       2	 131766567 ns/op	 108046384 Bytes	         0.4292 Load	   1800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1800000-8       	       2	 109889514 ns/op	  95463744 Bytes	         0.4292 Load	   1800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1800000-8          	       2	 244712642 ns/op	  52960720 Bytes	         0.8583 Load	   1800000 N-runs	62354416 B/op	 1800019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1800000-8              	       2	 107924317 ns/op	  35695064 Bytes	        -1.000 Load	   1800000 N-runs	37748448 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1800000-8            	       2	 103674127 ns/op	  82881336 Bytes	        -1.000 Load	   1800000 N-runs	100663320 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1800000-8               	       2	  86644276 ns/op	  57715584 Bytes	         0.4292 Load	   1800000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/std-2000000-8                	       2	 221776806 ns/op	  78804160 Bytes	        -1.000 Load	   2000000 N-runs	99232816 B/op	   76786 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2000000-8              	       2	 172631327 ns/op	  96267424 Bytes	         0.4768 Load	   2000000 N-runs	100663248 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2000000-8       	       2	 130911942 ns/op	  96267696 Bytes	         0.4768 Load	   2000000 N-runs	100663248 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2000000-8          	       2	 278900016 ns/op	  65353280 Bytes	         0.9537 Load	   2000000 N-runs	65554416 B/op	 2000019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2000000-8              	       2	 193451420 ns/op	  64810744 Bytes	        -1.000 Load	   2000000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2000000-8            	       2	 116237662 ns/op	  83685272 Bytes	        -1.000 Load	   2000000 N-runs	100663320 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2000000-8               	       2	 100421712 ns/op	  58519520 Bytes	         0.4768 Load	   2000000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/std-2200000-8                	       2	 239671309 ns/op	  79853616 Bytes	        -1.000 Load	   2200000 N-runs	99471480 B/op	   76968 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2200000-8              	       2	 208920496 ns/op	  97071168 Bytes	         0.5245 Load	   2200000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2200000-8       	       2	 173632802 ns/op	 185151632 Bytes	         0.2623 Load	   2200000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2200000-8          	       2	 409422982 ns/op	  94522560 Bytes	         0.5245 Load	   2200000 N-runs	102308800 B/op	 2200020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2200000-8              	       2	 203434773 ns/op	  65614024 Bytes	        -1.000 Load	   2200000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2200000-8            	       2	 177448442 ns/op	 159985928 Bytes	        -1.000 Load	   2200000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2200000-8               	       2	 132879374 ns/op	 109654352 Bytes	         0.2623 Load	   2200000 N-runs	134217664 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/std-2400000-8                	       2	 252764206 ns/op	  81027376 Bytes	        -1.000 Load	   2400000 N-runs	99858200 B/op	   76633 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2400000-8              	       2	 231372740 ns/op	  97866352 Bytes	         0.5722 Load	   2400000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2400000-8       	       2	 187497316 ns/op	 185946816 Bytes	         0.2861 Load	   2400000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2400000-8          	       2	 471972993 ns/op	  98517744 Bytes	         0.5722 Load	   2400000 N-runs	105508800 B/op	 2400020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2400000-8              	       2	 217471480 ns/op	  66409752 Bytes	        -1.000 Load	   2400000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2400000-8            	       2	 171037358 ns/op	 160781752 Bytes	        -1.000 Load	   2400000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2400000-8               	       2	 147169344 ns/op	 110450176 Bytes	         0.2861 Load	   2400000 N-runs	134217664 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/std-2600000-8                	       2	 282641716 ns/op	  82249600 Bytes	        -1.000 Load	   2600000 N-runs	100267120 B/op	   78265 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2600000-8              	       2	 231639950 ns/op	  98670448 Bytes	         0.6199 Load	   2600000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2600000-8       	       2	 194110163 ns/op	 186750912 Bytes	         0.3099 Load	   2600000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2600000-8          	       2	 520379563 ns/op	 102521840 Bytes	         0.6199 Load	   2600000 N-runs	108708800 B/op	 2600020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2600000-8              	       2	 226026876 ns/op	  67213496 Bytes	        -1.000 Load	   2600000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2600000-8            	       2	 184785123 ns/op	 161585496 Bytes	        -1.000 Load	   2600000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2600000-8               	       2	 148963467 ns/op	 111260064 Bytes	         0.3099 Load	   2600000 N-runs	134217664 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/std-2800000-8                	       2	 294451992 ns/op	  84974912 Bytes	        -1.000 Load	   2800000 N-runs	102200120 B/op	   92496 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2800000-8              	       2	 240464128 ns/op	  99480352 Bytes	         0.6676 Load	   2800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2800000-8       	       2	 203432937 ns/op	 187560816 Bytes	         0.3338 Load	   2800000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2800000-8          	       2	 530783468 ns/op	 106531664 Bytes	         0.6676 Load	   2800000 N-runs	111908800 B/op	 2800020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2800000-8              	       2	 228776648 ns/op	  68023320 Bytes	        -1.000 Load	   2800000 N-runs	75497232 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2800000-8            	       2	 186469506 ns/op	 162395224 Bytes	        -1.000 Load	   2800000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2800000-8               	       2	 152967384 ns/op	 112063648 Bytes	         0.3338 Load	   2800000 N-runs	134217664 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/std-3000000-8                	       2	 319320706 ns/op	  87700592 Bytes	        -1.000 Load	   3000000 N-runs	104153784 B/op	  109956 allocs/op
BenchmarkU32RandomShuffleInserts/robin-3000000-8              	       2	 246408408 ns/op	 100275760 Bytes	         0.7153 Load	   3000000 N-runs	100663344 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-3000000-8       	       2	 203709894 ns/op	 188356320 Bytes	         0.3576 Load	   3000000 N-runs	201326544 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-3000000-8          	       2	 569076191 ns/op	 110524272 Bytes	         0.7153 Load	   3000000 N-runs	115108848 B/op	 3000020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-3000000-8              	       2	 236301048 ns/op	  68815928 Bytes	        -1.000 Load	   3000000 N-runs	75497232 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-3000000-8            	       2	 197011149 ns/op	 163187832 Bytes	        -1.000 Load	   3000000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-3000000-8               	       2	 157451860 ns/op	 112856352 Bytes	         0.3576 Load	   3000000 N-runs	134217712 B/op	      21 allocs/op
BenchmarkU32RandomFullInserts/std-50000-8                     	       2	   2667676 ns/op	   1603776 Bytes	        -1.000 Load	     50000 N-runs	 1626592 B/op	    1889 allocs/op
BenchmarkU32RandomFullInserts/robin-50000-8                   	       2	   2381056 ns/op	   1576928 Bytes	         0.7629 Load	     50000 N-runs	 1572816 B/op	      14 allocs/op
BenchmarkU32RandomFullInserts/robinLowLoad-50000-8            	       2	   2509823 ns/op	   3149856 Bytes	         0.3815 Load	     50000 N-runs	 3145632 B/op	      15 allocs/op
BenchmarkU32RandomFullInserts/unordered-50000-8               	       2	   3463900 ns/op	   2114864 Bytes	         0.7629 Load	     50000 N-runs	 1848512 B/op	   50014 allocs/op
BenchmarkU32RandomFullInserts/swiss-50000-8                   	       2	   2062456 ns/op	   2757976 Bytes	        -1.000 Load	     50000 N-runs	 1179360 B/op	      24 allocs/op
BenchmarkU32RandomFullInserts/generic-50000-8                 	       2	   2188428 ns/op	   2756728 Bytes	        -1.000 Load	     50000 N-runs	 3145704 B/op	      17 allocs/op
BenchmarkU32RandomFullInserts/flat-50000-8                    	       2	   1756759 ns/op	   2232528 Bytes	         0.3815 Load	     50000 N-runs	 2097088 B/op	      15 allocs/op
BenchmarkU32RandomFullInserts/std-100000-8                    	       2	   5359182 ns/op	   3011376 Bytes	        -1.000 Load	    100000 N-runs	 3277040 B/op	    3913 allocs/op
BenchmarkU32RandomFullInserts/robin-100000-8                  	       2	   5665910 ns/op	   2953520 Bytes	         0.7629 Load	    100000 N-runs	 3145632 B/op	      15 allocs/op
BenchmarkU32RandomFullInserts/robinLowLoad-100000-8           	       2	   5010684 ns/op	   6099328 Bytes	         0.3815 Load	    100000 N-runs	 6291360 B/op	      16 allocs/op
BenchmarkU32RandomFullInserts/unordered-100000-8              	       2	   7765960 ns/op	   3767184 Bytes	         0.7629 Load	    100000 N-runs	 3697088 B/op	  100015 allocs/op
BenchmarkU32RandomFullInserts/swiss-100000-8                  	       2	   4514500 ns/op	   2916776 Bytes	        -1.000 Load	    100000 N-runs	 2359008 B/op	      26 allocs/op
BenchmarkU32RandomFullInserts/generic-100000-8                	       2	   5378184 ns/op	   5312984 Bytes	        -1.000 Load	    100000 N-runs	 6291432 B/op	      18 allocs/op
BenchmarkU32RandomFullInserts/flat-100000-8                   	       2	   3972262 ns/op	   3740208 Bytes	         0.3815 Load	    100000 N-runs	 4194240 B/op	      16 allocs/op
BenchmarkU32RandomFullInserts/std-200000-8                    	       2	  12273603 ns/op	   5862944 Bytes	        -1.000 Load	    200000 N-runs	 6592712 B/op	    8052 allocs/op
BenchmarkU32RandomFullInserts/robin-200000-8                  	       2	  10987419 ns/op	   6501008 Bytes	         0.7629 Load	    200000 N-runs	 6291360 B/op	      16 allocs/op
BenchmarkU32RandomFullInserts/robinLowLoad-200000-8           	       2	  12114950 ns/op	  12006112 Bytes	         0.3815 Load	    200000 N-runs	12582816 B/op	      17 allocs/op
BenchmarkU32RandomFullInserts/unordered-200000-8              	       2	  19564224 ns/op	   7341904 Bytes	         0.7629 Load	    200000 N-runs	 7394288 B/op	  200016 allocs/op
BenchmarkU32RandomFullInserts/swiss-200000-8                  	       2	  10548076 ns/op	   4535752 Bytes	        -1.000 Load	    200000 N-runs	 4718352 B/op	      28 allocs/op
BenchmarkU32RandomFullInserts/generic-200000-8                	       2	  11545830 ns/op	  10434136 Bytes	        -1.000 Load	    200000 N-runs	12582936 B/op	      19 allocs/op
BenchmarkU32RandomFullInserts/flat-200000-8                   	       2	   7865792 ns/op	   7288496 Bytes	         0.3815 Load	    200000 N-runs	 8388544 B/op	      17 allocs/op
BenchmarkU32RandomFullInserts/std-400000-8                    	       2	  26912582 ns/op	  11486000 Bytes	        -1.000 Load	    400000 N-runs	13197288 B/op	   16269 allocs/op
BenchmarkU32RandomFullInserts/robin-400000-8                  	       2	  22656968 ns/op	  12810288 Bytes	         0.7629 Load	    400000 N-runs	12582864 B/op	      17 allocs/op
BenchmarkU32RandomFullInserts/robinLowLoad-400000-8           	       2	  25715516 ns/op	  23820800 Bytes	         0.3815 Load	    400000 N-runs	25165776 B/op	      18 allocs/op
BenchmarkU32RandomFullInserts/unordered-400000-8              	       2	  42601328 ns/op	  14492464 Bytes	         0.7629 Load	    400000 N-runs	14788592 B/op	  400017 allocs/op
BenchmarkU32RandomFullInserts/swiss-400000-8                  	       2	  21682108 ns/op	   8878920 Bytes	        -1.000 Load	    400000 N-runs	 9436896 B/op	      30 allocs/op
BenchmarkU32RandomFullInserts/generic-400000-8                	       2	  24115699 ns/op	  20675448 Bytes	        -1.000 Load	    400000 N-runs	25165800 B/op	      20 allocs/op
BenchmarkU32RandomFullInserts/flat-400000-8                   	       2	  18258060 ns/op	  14384080 Bytes	         0.3815 Load	    400000 N-runs	16777152 B/op	      18 allocs/op
BenchmarkU32RandomFullInserts/std-600000-8                    	       2	  49538758 ns/op	  20387568 Bytes	        -1.000 Load	    600000 N-runs	24863152 B/op	   19083 allocs/op
BenchmarkU32RandomFullInserts/robin-600000-8                  	       2	  40469666 ns/op	  24616368 Bytes	         0.5722 Load	    600000 N-runs	25165728 B/op	      18 allocs/op
BenchmarkU32RandomFullInserts/robinLowLoad-600000-8           	       2	  45407704 ns/op	  46636544 Bytes	         0.2861 Load	    600000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomFullInserts/unordered-600000-8              	       2	  82869866 ns/op	  24779472 Bytes	         0.5722 Load	    600000 N-runs	26377248 B/op	  600019 allocs/op
BenchmarkU32RandomFullInserts/swiss-600000-8                  	       2	  39631828 ns/op	  16752456 Bytes	        -1.000 Load	    600000 N-runs	18874128 B/op	      32 allocs/op
BenchmarkU32RandomFullInserts/generic-600000-8                	       2	  39059161 ns/op	  40345464 Bytes	        -1.000 Load	    600000 N-runs	50331624 B/op	      21 allocs/op
BenchmarkU32RandomFullInserts/flat-600000-8                   	       2	  32864769 ns/op	  27762640 Bytes	         0.2861 Load	    600000 N-runs	33554368 B/op	      19 allocs/op
BenchmarkU32RandomFullInserts/std-800000-8                    	       2	  61837650 ns/op	  22739376 Bytes	        -1.000 Load	    800000 N-runs	26500432 B/op	   32487 allocs/op
BenchmarkU32RandomFullInserts/robin-800000-8                  	       2	  51991315 ns/op	  25420400 Bytes	         0.7629 Load	    800000 N-runs	25165776 B/op	      18 allocs/op
