goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2657790 ns/op	   3635560 Bytes	        -1.000 Load	     50000 N-runs	 1630000 B/op	    1870 allocs/op
BenchmarkU32RandomShuffleInserts/std-1200000-8                	       2	 118376919 ns/op	  40504656 Bytes	        -1.000 Load	   1200000 N-runs	49742440 B/op	   38207 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1200000-8              	       2	  95847517 ns/op	  50596416 Bytes	         0.5722 Load	   1200000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1200000-8       	       2	  79601990 ns/op	  93063920 Bytes	         0.2861 Load	   1200000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1200000-8          	       2	 189476622 ns/op	  49349408 Bytes	         0.5722 Load	   1200000 N-runs	52754368 B/op	 1200019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1200000-8              	       2	  84753360 ns/op	  33295336 Bytes	        -1.000 Load	   1200000 N-runs	37748496 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1200000-8            	       2	  84035297 ns/op	  80481416 Bytes	        -1.000 Load	   1200000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1200000-8               	       2	  58477578 ns/op	  55315760 Bytes	         0.2861 Load	   1200000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-1200000-8          	       2	 120451161 ns/op	  55332320 Bytes	         0.5722 Load	   1200000 N-runs	84129856 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-1200000-8   	       2	  97307833 ns/op	 105664128 Bytes	         0.2861 Load	   1200000 N-runs	134339456 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/std-1400000-8                	       2	 135435599 ns/op	  42497824 Bytes	        -1.000 Load	   1400000 N-runs	50890312 B/op	   46259 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1400000-8              	       2	  80366081 ns/op	  49828496 Bytes	         0.6676 Load	   1400000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1400000-8       	       2	  87957222 ns/op	  93868192 Bytes	         0.3338 Load	   1400000 N-runs	100663248 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1400000-8          	       2	 207172866 ns/op	  53353872 Bytes	         0.6676 Load	   1400000 N-runs	55954464 B/op	 1400020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1400000-8              	       2	  93959735 ns/op	  34100088 Bytes	        -1.000 Load	   1400000 N-runs	37748592 B/op	      35 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1400000-8            	       2	  94003542 ns/op	  81286072 Bytes	        -1.000 Load	   1400000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1400000-8               	       2	  68980678 ns/op	  56120416 Bytes	         0.3338 Load	   1400000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-1400000-8          	       2	  96299800 ns/op	  56136976 Bytes	         0.6676 Load	   1400000 N-runs	67287872 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-1400000-8   	       2	 112887564 ns/op	 106468688 Bytes	         0.3338 Load	   1400000 N-runs	135395776 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/std-1600000-8                	       2	 153139306 ns/op	  45397472 Bytes	        -1.000 Load	   1600000 N-runs	53012896 B/op	   64845 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1600000-8              	       2	  89759674 ns/op	  52205056 Bytes	         0.7629 Load	   1600000 N-runs	50331600 B/op	      19 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1600000-8       	       2	 105260339 ns/op	  94672752 Bytes	         0.3815 Load	   1600000 N-runs	100663296 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1600000-8          	       2	 234433388 ns/op	  57358440 Bytes	         0.7629 Load	   1600000 N-runs	59154372 B/op	 1600019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1600000-8              	       2	  98459657 ns/op	  34904464 Bytes	        -1.000 Load	   1600000 N-runs	37748496 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1600000-8            	       2	 103136514 ns/op	  82090448 Bytes	        -1.000 Load	   1600000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1600000-8               	       2	  77775457 ns/op	  56924792 Bytes	         0.3815 Load	   1600000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-1600000-8          	       2	 106743428 ns/op	  56941256 Bytes	         0.7629 Load	   1600000 N-runs	67283264 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-1600000-8   	       2	 122372132 ns/op	 107272968 Bytes	         0.3815 Load	   1600000 N-runs	135382208 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/std-1800000-8                	       2	 203844484 ns/op	  77846136 Bytes	        -1.000 Load	   1800000 N-runs	99063648 B/op	   76820 allocs/op
BenchmarkU32RandomShuffleInserts/robin-1800000-8              	       2	 130890398 ns/op	  95468568 Bytes	         0.4292 Load	   1800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-1800000-8       	       2	 120703230 ns/op	 145800296 Bytes	         0.4292 Load	   1800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-1800000-8          	       2	 261584266 ns/op	  61354328 Bytes	         0.8583 Load	   1800000 N-runs	62354368 B/op	 1800019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-1800000-8              	       2	 106857592 ns/op	  35700160 Bytes	        -1.000 Load	   1800000 N-runs	37748448 B/op	      34 allocs/op
BenchmarkU32RandomShuffleInserts/generic-1800000-8            	       2	 114004775 ns/op	  82886240 Bytes	        -1.000 Load	   1800000 N-runs	100663320 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-1800000-8               	       2	  94587400 ns/op	  57720664 Bytes	         0.4292 Load	   1800000 N-runs	67108800 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-1800000-8          	       2	 164794564 ns/op	 108069064 Bytes	         0.4291 Load	   1800000 N-runs	142802880 B/op	      24 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-1800000-8   	       2	 143225926 ns/op	 108069128 Bytes	         0.4292 Load	   1800000 N-runs	134469312 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/std-2000000-8                	       2	 237193836 ns/op	  78789016 Bytes	        -1.000 Load	   2000000 N-runs	99179264 B/op	   76373 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2000000-8              	       2	 185165455 ns/op	  96371480 Bytes	         0.4768 Load	   2000000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2000000-8       	       2	 144151402 ns/op	  96273352 Bytes	         0.4768 Load	   2000000 N-runs	100663248 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2000000-8          	       2	 284471237 ns/op	  65358936 Bytes	         0.9537 Load	   2000000 N-runs	65554416 B/op	 2000019 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2000000-8              	       2	 201414732 ns/op	  64816512 Bytes	        -1.000 Load	   2000000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2000000-8            	       2	 126121298 ns/op	  83696912 Bytes	        -1.000 Load	   2000000 N-runs	100663272 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2000000-8               	       2	 102442095 ns/op	  58531256 Bytes	         0.4768 Load	   2000000 N-runs	67108848 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-2000000-8          	       2	 209387248 ns/op	 108879464 Bytes	         0.4768 Load	   2000000 N-runs	151185776 B/op	      24 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-2000000-8   	       2	 157315663 ns/op	 108879720 Bytes	         0.4768 Load	   2000000 N-runs	135386864 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/std-2200000-8                	       2	 257069700 ns/op	  79837992 Bytes	        -1.000 Load	   2200000 N-runs	99417704 B/op	   76489 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2200000-8              	       2	 219772458 ns/op	 100228872 Bytes	         0.5245 Load	   2200000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2200000-8       	       2	 189576867 ns/op	 185163704 Bytes	         0.2623 Load	   2200000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2200000-8          	       2	 440884710 ns/op	  94534632 Bytes	         0.5245 Load	   2200000 N-runs	102308800 B/op	 2200020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2200000-8              	       2	 205826077 ns/op	  65622944 Bytes	        -1.000 Load	   2200000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2200000-8            	       2	 170829658 ns/op	 159994944 Bytes	        -1.000 Load	   2200000 N-runs	201326616 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2200000-8               	       2	 134880412 ns/op	 109663464 Bytes	         0.2623 Load	   2200000 N-runs	134217664 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-2200000-8          	       2	 243258235 ns/op	 109680024 Bytes	         0.5245 Load	   2200000 N-runs	151251312 B/op	      24 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-2200000-8   	       2	 209318052 ns/op	 210343672 Bytes	         0.2623 Load	   2200000 N-runs	269083936 B/op	      24 allocs/op
BenchmarkU32RandomShuffleInserts/std-2400000-8                	       2	 273619339 ns/op	  81032088 Bytes	        -1.000 Load	   2400000 N-runs	99859952 B/op	   76657 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2400000-8              	       2	 236036712 ns/op	  97875976 Bytes	         0.5722 Load	   2400000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2400000-8       	       2	 199184108 ns/op	 185962680 Bytes	         0.2861 Load	   2400000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2400000-8          	       2	 494710340 ns/op	  98527464 Bytes	         0.5722 Load	   2400000 N-runs	105508800 B/op	 2400020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2400000-8              	       2	 217249408 ns/op	  66418928 Bytes	        -1.000 Load	   2400000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2400000-8            	       2	 178268666 ns/op	 160791024 Bytes	        -1.000 Load	   2400000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2400000-8               	       2	 142779217 ns/op	 110459448 Bytes	         0.2861 Load	   2400000 N-runs	134217664 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-2400000-8          	       2	 259465724 ns/op	 110476200 Bytes	         0.5722 Load	   2400000 N-runs	152166304 B/op	      25 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-2400000-8   	       2	 221467006 ns/op	 211139656 Bytes	         0.2861 Load	   2400000 N-runs	269088448 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/std-2600000-8                	       2	 285576552 ns/op	  82234248 Bytes	        -1.000 Load	   2600000 N-runs	100262256 B/op	   78140 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2600000-8              	       2	 239355188 ns/op	  98680248 Bytes	         0.6199 Load	   2600000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2600000-8       	       2	 208167396 ns/op	 186760712 Bytes	         0.3099 Load	   2600000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2600000-8          	       2	 530996930 ns/op	 102531736 Bytes	         0.6199 Load	   2600000 N-runs	108708800 B/op	 2600020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2600000-8              	       2	 222546784 ns/op	  67223392 Bytes	        -1.000 Load	   2600000 N-runs	75497232 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2600000-8            	       2	 192014711 ns/op	 161595392 Bytes	        -1.000 Load	   2600000 N-runs	201326568 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2600000-8               	       2	 152344718 ns/op	 111264104 Bytes	         0.3099 Load	   2600000 N-runs	134217760 B/op	      22 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-2600000-8          	       2	 268973296 ns/op	 111281048 Bytes	         0.6199 Load	   2600000 N-runs	151153056 B/op	      25 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-2600000-8   	       2	 237627324 ns/op	 211944408 Bytes	         0.3099 Load	   2600000 N-runs	269608128 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/std-2800000-8                	       2	 308709574 ns/op	  84974504 Bytes	        -1.000 Load	   2800000 N-runs	102216608 B/op	   92702 allocs/op
BenchmarkU32RandomShuffleInserts/robin-2800000-8              	       2	 246782504 ns/op	  99485672 Bytes	         0.6676 Load	   2800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-2800000-8       	       2	 212969690 ns/op	 187566328 Bytes	         0.3338 Load	   2800000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-2800000-8          	       2	 571058378 ns/op	 106536584 Bytes	         0.6676 Load	   2800000 N-runs	111908800 B/op	 2800020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-2800000-8              	       2	 232102682 ns/op	  68028144 Bytes	        -1.000 Load	   2800000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-2800000-8            	       2	 194485442 ns/op	 162400144 Bytes	        -1.000 Load	   2800000 N-runs	201326616 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-2800000-8               	       2	 155719060 ns/op	 112068664 Bytes	         0.3338 Load	   2800000 N-runs	134217712 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-2800000-8          	       2	 285000416 ns/op	 112085128 Bytes	         0.6676 Load	   2800000 N-runs	152183488 B/op	      24 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-2800000-8   	       2	 244287122 ns/op	 212748872 Bytes	         0.3338 Load	   2800000 N-runs	270670320 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/std-3000000-8                	       2	 325147191 ns/op	  87710696 Bytes	        -1.000 Load	   3000000 N-runs	104153920 B/op	  109884 allocs/op
BenchmarkU32RandomShuffleInserts/robin-3000000-8              	       2	 264528492 ns/op	 101853848 Bytes	         0.7153 Load	   3000000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU32RandomShuffleInserts/robinLowLoad-3000000-8       	       2	 225889948 ns/op	 188361544 Bytes	         0.3576 Load	   3000000 N-runs	201326544 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/unordered-3000000-8          	       2	 606097356 ns/op	 110532568 Bytes	         0.7153 Load	   3000000 N-runs	115108848 B/op	 3000020 allocs/op
BenchmarkU32RandomShuffleInserts/swiss-3000000-8              	       2	 249826418 ns/op	  68824320 Bytes	        -1.000 Load	   3000000 N-runs	75497184 B/op	      36 allocs/op
BenchmarkU32RandomShuffleInserts/generic-3000000-8            	       2	 207959767 ns/op	 163196416 Bytes	        -1.000 Load	   3000000 N-runs	201326616 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/flat-3000000-8               	       2	 161359265 ns/op	 112865128 Bytes	         0.3576 Load	   3000000 N-runs	134217712 B/op	      21 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotch-3000000-8          	       2	 278504846 ns/op	 112881592 Bytes	         0.7153 Load	   3000000 N-runs	134396736 B/op	      23 allocs/op
BenchmarkU32RandomShuffleInserts/hopscotchLowLoad-3000000-8   	       2	 256999383 ns/op	 213545048 Bytes	         0.3576 Load	   3000000 N-runs	269608176 B/op	      23 allocs/op
